State,Month,Temperature,Humidity,Rainfall,LAI,Population_Density,Heat_Index,Season,Lagged_Rainfall,Urban_Risk,Disease
Haryana,July,28.8,64.9,49.8,0.92,118,31.44,Monsoon,13.7,Low,Dengue
Delhi,October,24.1,60.3,3.2,0.5,1606,25.32,Post-Monsoon,431.7,Low,Malaria
Maharashtra,April,40.9,64.4,25.4,0.54,135,70.63,Summer,3.7,Low,Typhoid
Delhi,February,16.9,36.1,3.1,0.5,12443,26.25,Winter,1.2,High,Heatstroke
Tamil Nadu,February,24.2,57.8,0.4,0.62,6837,25.43,Winter,26.5,Medium,Heatstroke
Chhattisgarh,April,36.1,60.1,42.1,1.23,1794,48.52,Summer,5.6,Low,Typhoid
Telangana,December,22.9,50.4,8.4,0.79,1312,25.05,Winter,69.2,Medium,Typhoid
Karnataka,February,23.5,49.1,1.3,1.27,1115,25.22,Winter,20.9,Medium,Heatstroke
Maharashtra,May,39.8,69.7,21.4,1.31,53,70.62,Summer,0.3,Medium,Dengue
Jharkhand,July,29.8,95.1,420.0,5.39,192,41.6,Monsoon,113.5,Medium,Typhoid
Bihar,April,31.5,53.0,1.1,0.71,988,34.15,Summer,15.2,Low,Typhoid
Odisha,November,20.6,77.8,60.7,2.09,2840,21.81,Post-Monsoon,26.2,Low,Heatstroke
Goa,March,30.4,75.5,34.7,1.48,1017,37.56,Summer,33.8,Medium,Typhoid
Goa,April,30.6,75.1,30.4,0.89,517,38.02,Summer,13.4,Medium,Heatstroke
Manipur,September,22.2,89.8,7.4,0.5,245,22.2,Monsoon,38.3,Low,Typhoid
Uttarakhand,November,13.7,51.4,16.8,0.68,144,30.72,Post-Monsoon,42.1,Low,Typhoid
Andhra Pradesh,January,21.9,65.9,4.6,0.64,906,23.95,Winter,19.4,Medium,Malaria
Maharashtra,March,26.9,71.1,9.9,0.5,536,28.77,Summer,22.7,Medium,Malaria
Delhi,July,27.9,80.3,395.0,5.44,534,31.89,Monsoon,342.4,Low,Dengue
Meghalaya,February,9.9,69.4,2.4,0.5,3120,36.7,Winter,14.4,High,Typhoid
Tripura,October,26.9,83.3,125.7,2.47,4639,29.82,Post-Monsoon,230.8,High,Malaria
Gujarat,January,19.3,47.1,0.1,0.5,264,25.52,Winter,22.2,Medium,Typhoid
Sikkim,December,8.0,59.8,0.3,0.5,179,42.93,Winter,47.7,Low,Typhoid
Nagaland,September,20.2,93.1,25.9,1.74,1009,20.2,Monsoon,109.4,Medium,Heatstroke
Madhya Pradesh,July,29.8,81.3,185.0,1.99,51,37.41,Monsoon,40.5,Low,Typhoid
Delhi,December,20.9,35.3,0.6,0.93,128,24.85,Winter,4.9,Low,Dengue
Delhi,December,16.1,43.2,7.4,0.5,88,27.55,Winter,5.8,Low,Heatstroke
West Bengal,May,38.9,83.8,4.3,0.86,156,80.17,Summer,200.4,Low,Cholera
Uttar Pradesh,February,19.8,48.1,23.4,0.91,370,25.31,Winter,9.6,Low,Typhoid
Himachal Pradesh,May,25.3,56.5,36.2,1.06,1335,26.19,Summer,5.6,Low,Cholera
Jharkhand,February,23.2,51.6,6.7,0.5,953,25.1,Winter,5.0,Low,Dengue
Goa,May,41.2,92.0,37.8,0.5,2357,105.91,Summer,8.0,Low,Cholera
Karnataka,October,24.8,74.0,94.0,2.03,2006,25.69,Post-Monsoon,150.7,Medium,Typhoid
Meghalaya,December,8.5,71.4,26.3,0.94,438,40.11,Winter,14.0,Low,Dengue
Bihar,November,24.4,63.7,22.6,0.5,3332,25.47,Post-Monsoon,75.8,Low,Typhoid
Punjab,March,21.6,47.2,51.8,0.96,1000,24.99,Summer,2.1,Low,Heatstroke
Madhya Pradesh,September,31.6,74.4,108.8,1.83,128,40.8,Monsoon,78.6,Medium,Dengue
Kerala,May,41.0,82.8,0.1,0.5,1040,92.07,Summer,14.1,Medium,Cholera
Andhra Pradesh,November,23.5,68.8,93.0,1.75,179,24.56,Post-Monsoon,29.6,Low,Dengue
Tamil Nadu,May,41.9,84.9,12.6,0.5,1232,100.93,Summer,12.3,Low,Heatstroke
Andhra Pradesh,October,30.2,80.0,0.6,0.5,50,38.29,Post-Monsoon,134.7,Low,Cholera
Rajasthan,June,39.2,48.1,60.4,1.37,464,50.98,Monsoon,11.6,Low,Dengue
Chhattisgarh,May,38.0,76.4,2.9,1.0,338,67.99,Summer,14.1,Low,Heatstroke
Chhattisgarh,August,31.0,91.1,249.4,3.54,1543,45.13,Monsoon,61.6,Low,Dengue
Nagaland,May,33.5,83.1,28.3,0.5,711,51.86,Summer,22.1,Medium,Typhoid
Assam,August,23.9,97.0,87.6,1.48,282,23.9,Monsoon,180.7,Medium,Malaria
Kerala,June,38.2,97.0,39.6,1.09,50,90.32,Monsoon,49.7,Medium,Malaria
Chhattisgarh,March,28.4,49.7,10.7,1.13,72,28.88,Summer,28.6,Low,Typhoid
Maharashtra,April,37.4,63.8,22.7,1.05,288,55.38,Summer,3.9,Medium,Typhoid
Meghalaya,June,29.0,97.0,143.9,1.91,111,38.9,Monsoon,38.3,Low,Cholera
Manipur,December,11.2,60.5,9.2,0.65,911,34.95,Winter,3.9,Low,Typhoid
Meghalaya,January,8.1,76.7,19.8,0.65,104,39.74,Winter,18.1,Medium,Heatstroke
Goa,January,23.8,71.1,9.1,0.5,1490,24.68,Winter,22.4,Low,Cholera
Maharashtra,March,31.0,59.8,10.8,1.49,351,34.8,Summer,23.9,Low,Typhoid
Uttar Pradesh,August,26.5,81.7,58.8,0.75,295,28.78,Monsoon,251.3,Low,Typhoid
Karnataka,July,31.8,97.0,243.7,3.72,722,51.53,Monsoon,242.5,Medium,Malaria
Meghalaya,January,8.5,75.0,1.1,0.5,84,39.09,Winter,20.1,Low,Malaria
Uttar Pradesh,December,15.5,46.8,6.4,0.5,2015,28.32,Winter,30.7,High,Dengue
Telangana,January,20.7,41.9,19.0,1.45,155,25.09,Winter,16.7,Low,Typhoid
Haryana,February,20.6,35.6,16.0,1.4,989,24.89,Winter,13.1,Low,Heatstroke
Telangana,March,25.7,55.4,1.7,0.5,491,26.5,Summer,21.3,Low,Malaria
Kerala,March,24.3,77.1,8.3,0.5,1301,24.93,Summer,4.6,Low,Typhoid
Odisha,November,20.9,66.2,75.7,1.88,1021,23.73,Post-Monsoon,30.8,Low,Cholera
Odisha,April,36.0,69.9,5.9,0.5,94,54.09,Summer,11.7,Low,Malaria
Tripura,March,29.3,69.7,15.3,0.86,290,33.33,Summer,44.0,Medium,Malaria
Nagaland,July,21.2,97.0,260.2,3.66,1646,21.2,Monsoon,240.0,High,Dengue
Goa,October,23.4,88.4,14.5,0.5,362,23.4,Post-Monsoon,29.3,Low,Cholera
Haryana,April,31.6,42.3,34.2,1.1,563,32.11,Summer,78.7,Low,Heatstroke
Nagaland,November,16.7,75.9,3.3,0.84,3228,23.22,Post-Monsoon,72.7,Medium,Malaria
Madhya Pradesh,April,38.7,40.7,13.9,0.5,71,45.41,Summer,4.2,Medium,Dengue
Rajasthan,February,25.6,30.1,29.4,1.1,102,25.65,Winter,22.4,Medium,Typhoid
Goa,October,34.0,91.0,69.5,2.14,140,59.12,Post-Monsoon,38.5,Medium,Dengue
Tripura,January,18.3,69.2,2.8,1.21,936,23.81,Winter,18.0,Low,Typhoid
Jharkhand,December,14.8,48.1,6.9,0.71,356,29.16,Winter,18.4,Medium,Heatstroke
Tamil Nadu,July,34.2,97.0,408.6,5.45,249,64.46,Monsoon,21.0,Low,Malaria
Uttarakhand,December,8.0,55.8,1.2,0.55,1815,42.7,Winter,5.9,Medium,Heatstroke
Assam,October,27.1,92.8,131.0,2.53,1262,31.34,Post-Monsoon,130.8,Low,Heatstroke
Uttarakhand,October,13.1,72.3,128.0,2.84,500,28.95,Post-Monsoon,293.2,Low,Typhoid
Odisha,April,34.1,74.7,0.2,0.5,3469,49.61,Summer,11.8,Medium,Malaria
West Bengal,December,15.3,69.7,0.3,0.5,1892,26.31,Winter,0.2,High,Typhoid
Nagaland,December,11.1,65.5,10.6,1.28,318,34.56,Winter,12.4,Medium,Cholera
Karnataka,July,38.9,93.3,155.5,2.28,4336,90.9,Monsoon,202.3,Low,Typhoid
Odisha,September,35.4,97.0,79.6,1.81,476,71.65,Monsoon,45.0,Medium,Cholera
Jharkhand,May,38.5,73.4,43.5,0.5,1220,67.76,Summer,36.3,Medium,Cholera
Rajasthan,April,36.0,24.4,11.7,0.5,1904,36.0,Summer,7.1,Low,Malaria
Goa,June,40.7,97.0,117.3,1.47,177,109.22,Monsoon,8.7,Low,Dengue
Uttarakhand,January,9.2,43.2,3.5,0.5,188,37.28,Winter,18.0,Low,Typhoid
Delhi,July,33.6,77.3,420.0,6.26,590,49.09,Monsoon,337.1,Medium,Malaria
Gujarat,July,37.7,81.1,183.8,3.58,2659,70.69,Monsoon,164.2,High,Malaria
Himachal Pradesh,March,16.8,49.7,21.4,1.39,125,27.1,Summer,3.3,Low,Cholera
Nagaland,December,14.3,61.2,18.3,0.5,167,29.26,Winter,11.6,Low,Typhoid
Sikkim,July,17.8,88.3,53.4,1.08,1238,18.48,Monsoon,312.3,Medium,Cholera
Punjab,December,13.8,42.8,6.9,1.08,651,29.93,Winter,5.8,Medium,Typhoid
Tamil Nadu,May,44.1,77.4,5.0,1.14,430,105.06,Summer,11.7,Low,Dengue
Haryana,June,36.2,59.3,43.0,0.5,1159,48.39,Monsoon,33.9,Medium,Typhoid
Assam,July,30.9,97.0,152.9,2.78,2664,47.18,Monsoon,27.2,High,Dengue
Chhattisgarh,July,28.2,97.0,42.8,0.5,548,35.78,Monsoon,269.8,Low,Cholera
Karnataka,June,32.4,85.6,234.9,3.05,286,48.51,Monsoon,143.6,Low,Dengue
Kerala,April,31.9,90.0,34.1,0.5,183,48.51,Summer,9.5,Medium,Cholera
Sikkim,November,8.0,66.1,4.6,0.52,334,42.58,Post-Monsoon,32.5,Low,Malaria
Madhya Pradesh,May,41.2,53.3,7.5,0.5,2400,61.57,Summer,24.2,High,Typhoid
Rajasthan,October,30.5,37.2,12.2,0.91,124,30.5,Post-Monsoon,29.6,Medium,Heatstroke
Bihar,October,23.9,73.9,16.3,0.73,1057,24.62,Post-Monsoon,102.2,Medium,Dengue
Gujarat,January,22.4,44.6,2.4,0.5,214,25.03,Winter,16.7,Low,Malaria
Assam,December,10.0,67.4,3.9,0.5,107,36.86,Winter,2.5,Low,Typhoid
Sikkim,December,8.0,60.3,10.1,1.9,743,42.93,Winter,35.6,Medium,Typhoid
Maharashtra,May,41.0,69.2,17.5,0.5,123,76.09,Summer,0.4,Medium,Typhoid
Punjab,September,22.8,65.3,100.8,3.09,328,24.35,Monsoon,450.9,Medium,Dengue
Meghalaya,June,30.7,97.0,126.7,1.7,295,46.25,Monsoon,31.5,Low,Dengue
Goa,June,36.9,97.0,90.1,1.35,610,81.32,Monsoon,8.0,Low,Dengue
Chhattisgarh,November,22.8,63.6,14.0,1.06,765,24.47,Post-Monsoon,17.4,Medium,Typhoid
Odisha,November,20.8,73.0,12.4,1.37,4596,22.74,Post-Monsoon,28.5,Medium,Heatstroke
Odisha,May,37.1,73.1,14.4,1.37,1014,60.98,Summer,161.3,Medium,Dengue
Telangana,January,26.0,44.2,19.7,0.71,9146,26.35,Winter,21.3,Medium,Typhoid
Tripura,July,28.9,97.0,143.9,2.92,486,38.5,Monsoon,108.8,Low,Dengue
Gujarat,June,41.8,81.2,5.5,0.5,233,95.19,Monsoon,15.9,Low,Typhoid
Madhya Pradesh,June,31.0,84.9,53.4,1.2,1533,42.67,Monsoon,7.6,High,Cholera
Maharashtra,June,40.6,92.4,205.7,4.63,678,101.98,Monsoon,9.1,Low,Dengue
West Bengal,December,11.7,68.7,0.6,0.93,838,32.62,Winter,0.2,Low,Typhoid
Goa,August,27.7,97.0,355.1,5.25,1800,33.93,Monsoon,260.8,Medium,Cholera
Kerala,January,21.5,71.2,2.4,0.5,1972,23.21,Winter,16.8,Medium,Heatstroke
Jharkhand,March,23.9,67.0,10.1,0.5,193,24.97,Summer,13.7,Low,Cholera
Kerala,July,31.9,97.0,6.3,1.3,1994,52.03,Monsoon,40.6,Medium,Cholera
Himachal Pradesh,June,22.7,82.9,335.0,5.93,180,22.7,Monsoon,15.5,Low,Malaria
Meghalaya,March,14.7,77.7,8.1,0.5,455,24.74,Summer,7.9,Medium,Malaria
Andhra Pradesh,October,31.1,70.0,45.3,1.05,156,37.87,Post-Monsoon,100.0,Low,Dengue
Rajasthan,July,36.5,55.1,420.0,5.48,537,47.02,Monsoon,102.6,Low,Malaria
Sikkim,October,9.4,84.1,169.4,3.39,279,32.7,Post-Monsoon,121.9,Low,Dengue
Assam,December,18.8,70.5,18.8,0.5,803,23.34,Winter,2.8,Medium,Typhoid
Andhra Pradesh,December,23.3,63.8,0.5,0.83,534,24.71,Winter,13.6,Low,Typhoid
Sikkim,March,10.9,57.4,2.6,0.95,12650,35.75,Summer,3.1,High,Typhoid
Haryana,February,21.4,43.2,1.6,0.5,3357,25.02,Winter,15.3,Low,Typhoid
Bihar,April,28.7,62.4,89.9,1.08,1094,30.88,Summer,13.4,Low,Heatstroke
West Bengal,August,31.5,97.0,22.7,0.63,50,50.05,Monsoon,286.7,Low,Typhoid
Maharashtra,July,37.4,87.4,155.5,2.71,4776,74.94,Monsoon,202.7,Medium,Dengue
Gujarat,September,32.6,80.7,57.7,0.5,1201,46.93,Monsoon,405.8,Low,Dengue
Jharkhand,March,28.0,52.2,25.1,1.61,608,28.65,Summer,13.2,Low,Dengue
Haryana,September,30.1,70.1,420.0,5.94,490,35.31,Monsoon,13.2,Medium,Heatstroke
Haryana,November,16.2,55.5,0.2,0.5,50,27.43,Post-Monsoon,85.8,Medium,Typhoid
Bihar,December,18.2,55.5,6.3,0.5,587,25.75,Winter,22.7,Low,Heatstroke
Manipur,March,23.1,64.4,10.6,0.71,157,24.57,Summer,2.8,Medium,Dengue
Sikkim,May,25.0,82.7,24.7,0.98,1000,25.82,Summer,0.2,Medium,Malaria
Madhya Pradesh,July,32.0,77.7,33.6,0.7,2164,43.4,Monsoon,43.2,Low,Malaria
Delhi,June,34.8,69.5,325.2,4.65,1103,49.33,Monsoon,1.7,Low,Typhoid
Nagaland,October,15.5,82.0,53.6,1.63,670,22.24,Post-Monsoon,56.5,Medium,Typhoid
Chhattisgarh,October,26.6,73.3,4.6,0.82,1092,28.42,Post-Monsoon,3.8,Medium,Heatstroke
Assam,April,31.3,74.0,47.5,0.5,97,39.74,Summer,5.9,Low,Malaria
Andhra Pradesh,January,27.9,64.3,0.5,0.5,306,29.78,Winter,18.5,Medium,Typhoid
Manipur,November,15.4,60.7,0.0,0.5,283,27.83,Post-Monsoon,22.5,Low,Heatstroke
Himachal Pradesh,April,25.5,62.3,5.6,0.56,15000,26.48,Summer,4.4,High,Heatstroke
Assam,February,18.2,61.5,12.7,0.5,2741,25.12,Winter,11.8,Medium,Typhoid
Kerala,July,30.1,97.0,30.2,0.5,1344,43.55,Monsoon,35.6,Low,Cholera
Kerala,February,20.3,69.8,5.4,0.5,358,23.2,Winter,9.2,Medium,Typhoid
Nagaland,December,8.3,76.0,2.0,0.84,183,39.37,Winter,11.2,Low,Typhoid
Kerala,July,31.8,97.0,9.4,0.5,71,51.53,Monsoon,31.8,Low,Malaria
Odisha,March,32.5,80.7,7.2,0.58,456,46.55,Summer,4.9,Low,Heatstroke
Meghalaya,March,18.1,72.5,4.0,0.65,1615,23.2,Summer,8.6,Medium,Dengue
Meghalaya,March,22.5,74.4,6.9,0.5,724,23.33,Summer,6.5,Medium,Cholera
Karnataka,November,20.8,70.1,32.3,1.3,1977,23.19,Post-Monsoon,8.6,Medium,Heatstroke
Haryana,July,28.3,82.3,6.9,0.98,685,33.27,Monsoon,13.5,Medium,Malaria
Madhya Pradesh,October,26.5,63.4,61.5,0.81,356,27.66,Post-Monsoon,178.2,Low,Typhoid
Uttar Pradesh,April,37.0,51.2,1.3,0.5,50,46.4,Summer,4.1,Low,Typhoid
Uttarakhand,August,21.7,91.2,420.0,6.08,1030,21.7,Monsoon,109.0,Low,Dengue
Odisha,July,30.5,97.0,420.0,5.83,1133,45.34,Monsoon,89.8,Low,Typhoid
Gujarat,February,21.7,40.9,9.0,0.77,4003,24.98,Winter,10.1,Medium,Typhoid
Tamil Nadu,February,21.9,67.9,1.9,0.5,1652,23.74,Winter,26.9,Medium,Typhoid
Chhattisgarh,September,27.6,84.7,4.7,0.5,274,31.75,Monsoon,139.2,Medium,Malaria
Tamil Nadu,June,37.1,88.8,64.3,0.83,237,74.51,Monsoon,48.3,Medium,Dengue
Uttar Pradesh,July,30.1,79.9,420.0,4.93,53,37.95,Monsoon,69.5,Medium,Malaria
Tripura,February,19.4,65.4,3.3,1.28,321,24.02,Winter,2.1,Low,Dengue
Himachal Pradesh,April,23.4,57.1,5.7,0.5,256,25.03,Summer,3.6,Low,Typhoid
Tamil Nadu,January,22.4,59.5,15.6,1.53,93,24.58,Winter,23.0,Low,Typhoid
Tamil Nadu,July,30.9,97.0,48.0,0.82,275,47.18,Monsoon,20.7,Medium,Dengue
Nagaland,July,28.4,97.0,420.0,6.07,4780,36.54,Monsoon,314.4,Medium,Dengue
Goa,March,27.9,80.2,3.3,0.5,1181,31.88,Summer,34.8,Low,Typhoid
Manipur,September,21.9,96.2,11.0,0.5,183,21.9,Monsoon,37.6,Medium,Dengue
Haryana,December,17.3,32.7,10.7,0.5,796,25.58,Winter,28.9,Medium,Heatstroke
Madhya Pradesh,May,41.8,53.9,11.0,0.5,474,64.4,Summer,24.7,Medium,Heatstroke
Delhi,July,30.7,72.6,217.8,2.21,15000,37.56,Monsoon,428.3,Medium,Dengue
Goa,January,15.2,61.8,4.5,0.5,1361,27.93,Winter,20.9,Low,Dengue
Delhi,October,25.4,59.7,26.2,1.46,665,26.33,Post-Monsoon,433.6,Low,Typhoid
Bihar,February,18.5,48.4,30.6,0.71,536,25.9,Winter,5.4,Low,Dengue
Odisha,September,28.1,88.7,201.8,2.86,435,33.83,Monsoon,35.3,Low,Dengue
Gujarat,September,26.4,79.9,179.3,2.48,3974,28.45,Monsoon,382.0,Medium,Cholera
Delhi,January,16.9,38.3,1.3,0.5,992,26.51,Winter,17.6,Medium,Typhoid
Chhattisgarh,November,20.3,59.2,6.6,0.5,2699,24.53,Post-Monsoon,13.5,Medium,Malaria
Madhya Pradesh,November,25.9,52.9,10.4,0.5,364,26.59,Post-Monsoon,6.0,Medium,Malaria
Karnataka,July,30.0,92.5,109.9,2.4,538,41.55,Monsoon,243.7,Low,Typhoid
Haryana,March,25.1,33.1,45.8,0.77,2367,25.52,Summer,1.5,Low,Heatstroke
Meghalaya,March,20.8,80.4,11.4,0.95,255,21.36,Summer,7.3,Low,Typhoid
Uttar Pradesh,June,40.4,76.3,254.6,3.59,609,80.66,Monsoon,0.6,Medium,Dengue
Himachal Pradesh,October,14.0,63.9,123.6,2.35,467,29.32,Post-Monsoon,0.1,Medium,Dengue
Odisha,December,24.2,61.4,32.5,1.06,2253,25.37,Winter,33.3,Medium,Cholera
West Bengal,March,25.1,70.9,4.9,0.5,1141,26.1,Summer,0.7,Low,Malaria
Maharashtra,January,16.5,48.9,2.6,0.5,375,27.37,Winter,18.1,Low,Heatstroke
Delhi,May,37.9,54.3,26.7,0.71,2886,50.87,Summer,18.1,High,Heatstroke
Andhra Pradesh,October,29.3,73.8,128.5,2.31,182,34.19,Post-Monsoon,97.5,Low,Malaria
Goa,November,22.9,70.3,12.8,1.34,854,24.02,Post-Monsoon,1.1,Low,Dengue
Telangana,December,18.2,51.1,3.9,0.5,121,26.0,Winter,79.4,Medium,Dengue
Sikkim,May,22.5,78.0,19.2,0.64,1064,22.9,Summer,0.2,Low,Cholera
Uttarakhand,December,8.3,50.5,1.1,0.5,739,41.13,Winter,8.1,Medium,Typhoid
Tamil Nadu,April,36.3,72.5,15.4,0.5,3392,57.06,Summer,19.9,Medium,Dengue
Kerala,January,21.3,73.2,1.9,0.5,406,22.85,Winter,21.2,Low,Typhoid
Kerala,July,35.5,97.0,168.7,3.03,53,72.27,Monsoon,40.5,Low,Dengue
Meghalaya,December,12.3,72.4,9.9,2.49,3563,30.43,Winter,13.1,High,Typhoid
Nagaland,January,10.1,67.5,25.7,1.49,50,36.59,Winter,18.8,Low,Typhoid
Uttar Pradesh,December,12.1,43.4,1.4,0.84,321,32.34,Winter,30.4,Low,Typhoid
Manipur,September,22.6,85.3,12.6,0.5,1593,22.6,Monsoon,41.2,Medium,Dengue
Tamil Nadu,March,33.2,69.7,27.6,0.5,727,43.98,Summer,2.4,Medium,Typhoid
Haryana,August,29.5,81.1,158.0,2.46,8654,36.45,Monsoon,6.4,Medium,Dengue
Punjab,October,24.7,54.2,30.7,0.5,167,25.75,Post-Monsoon,33.7,Low,Malaria
Andhra Pradesh,June,37.4,90.7,57.6,0.82,1190,78.18,Monsoon,34.5,Medium,Typhoid
Haryana,March,25.5,32.1,54.5,1.74,1107,25.67,Summer,1.8,Low,Malaria
West Bengal,September,32.0,88.9,420.0,5.42,3520,48.42,Monsoon,467.7,High,Malaria
Andhra Pradesh,April,34.3,72.7,90.4,2.08,2005,49.27,Summer,2.2,Medium,Malaria
Odisha,August,33.0,97.0,222.9,3.12,1676,57.75,Monsoon,160.8,Low,Dengue
Andhra Pradesh,November,26.5,68.5,35.3,1.38,248,27.96,Post-Monsoon,29.7,Low,Malaria
Telangana,May,42.0,58.7,25.0,1.16,302,69.86,Summer,0.6,Medium,Heatstroke
Sikkim,September,17.1,90.7,96.4,1.36,550,17.63,Monsoon,351.7,Low,Cholera
Delhi,January,10.2,31.0,1.8,0.5,10184,30.77,Winter,21.7,High,Typhoid
West Bengal,October,24.3,91.4,86.1,2.05,1882,24.3,Post-Monsoon,491.7,Medium,Cholera
Karnataka,June,34.4,97.0,251.4,3.43,918,65.62,Monsoon,175.8,Low,Malaria
Maharashtra,May,39.8,63.1,21.8,1.57,123,64.5,Summer,0.3,Low,Dengue
Nagaland,May,32.4,73.1,6.4,1.02,443,42.85,Summer,16.0,Medium,Heatstroke
Gujarat,July,37.8,82.1,246.0,2.42,2520,72.16,Monsoon,125.7,High,Malaria
Telangana,August,30.1,96.0,49.1,1.92,1113,43.18,Monsoon,28.7,Medium,Cholera
Delhi,April,36.2,46.9,50.7,0.52,8373,42.27,Summer,6.5,Medium,Typhoid
Tamil Nadu,December,17.6,61.1,19.1,1.58,6190,25.59,Winter,22.3,High,Typhoid
Bihar,August,29.0,88.9,23.4,0.5,243,36.8,Monsoon,400.8,Low,Dengue
Nagaland,April,27.4,70.1,12.8,0.5,181,29.56,Summer,33.9,Low,Cholera
Jharkhand,January,15.0,49.6,2.1,0.73,609,28.96,Winter,18.6,Low,Cholera
Nagaland,March,19.9,63.5,18.2,0.5,1545,24.15,Summer,15.0,Medium,Typhoid
Chhattisgarh,August,31.5,96.4,167.3,3.27,500,49.76,Monsoon,52.9,Medium,Malaria
Tamil Nadu,February,22.4,60.7,11.7,0.64,1218,24.51,Winter,26.8,Medium,Typhoid
Nagaland,January,11.2,57.8,3.7,1.17,108,35.1,Winter,18.5,Low,Typhoid
Nagaland,February,11.8,66.6,37.5,0.5,224,32.85,Winter,7.1,Low,Dengue
Rajasthan,February,27.0,20.0,19.9,0.5,95,27.0,Winter,27.3,Low,Malaria
Himachal Pradesh,February,9.0,48.1,32.3,1.38,1424,39.0,Winter,0.4,Low,Typhoid
Sikkim,May,23.8,74.0,3.7,0.85,747,24.51,Summer,0.2,Low,Dengue
Tripura,May,34.6,85.5,11.8,0.5,271,58.39,Summer,44.5,Low,Typhoid
Uttar Pradesh,February,16.8,40.9,8.1,0.5,686,26.81,Winter,8.9,Low,Typhoid
Assam,May,33.0,86.4,35.1,1.1,1870,51.52,Summer,54.1,Medium,Malaria
Chhattisgarh,November,21.1,63.2,32.8,1.07,50,24.08,Post-Monsoon,18.0,Low,Cholera
Chhattisgarh,March,29.3,65.9,29.5,1.12,186,32.6,Summer,26.7,Medium,Typhoid
Delhi,May,39.3,55.7,0.9,0.5,1168,56.54,Summer,17.5,Medium,Heatstroke
Andhra Pradesh,June,39.3,89.6,275.3,4.69,888,89.24,Monsoon,47.0,Medium,Cholera
Nagaland,October,26.8,79.0,15.6,0.94,154,29.22,Post-Monsoon,66.4,Medium,Malaria
Gujarat,April,38.0,62.1,19.1,1.69,285,56.45,Summer,12.6,Low,Typhoid
Haryana,November,20.7,45.7,39.6,1.23,241,25.11,Post-Monsoon,107.1,Medium,Typhoid
Rajasthan,September,37.5,50.3,173.2,3.78,2213,47.33,Monsoon,394.4,High,Dengue
Telangana,April,35.3,56.4,10.1,1.19,1058,44.2,Summer,10.6,Medium,Malaria
Uttar Pradesh,June,35.7,79.3,266.6,3.71,5750,59.25,Monsoon,0.6,Medium,Dengue
Uttarakhand,September,20.4,82.0,148.3,1.88,157,20.83,Monsoon,418.3,Low,Typhoid
Kerala,February,23.9,77.7,27.4,0.92,1726,24.39,Winter,9.5,Medium,Typhoid
Sikkim,January,8.0,57.5,3.9,0.5,583,42.84,Winter,21.0,Medium,Typhoid
Goa,June,36.1,97.0,158.0,3.0,166,76.07,Monsoon,6.3,Low,Malaria
Tripura,March,28.3,73.8,6.5,0.5,2626,31.84,Summer,38.3,Medium,Malaria
Madhya Pradesh,February,25.4,52.3,0.7,0.5,738,26.19,Winter,12.4,Medium,Heatstroke
Tripura,January,16.8,57.4,13.2,0.52,2398,26.68,Winter,21.2,Medium,Typhoid
West Bengal,September,31.7,97.0,189.8,2.59,887,51.03,Monsoon,468.9,Medium,Dengue
Sikkim,August,13.2,95.8,176.2,2.69,363,17.94,Monsoon,42.6,Medium,Malaria
Tamil Nadu,July,37.6,97.0,32.6,0.69,266,86.1,Monsoon,16.0,Medium,Malaria
Madhya Pradesh,January,16.7,35.5,10.7,1.47,1940,26.29,Winter,22.4,Low,Typhoid
Rajasthan,March,34.1,30.8,32.4,1.09,15000,34.1,Summer,2.1,High,Dengue
Madhya Pradesh,December,18.2,52.7,2.4,0.5,4392,25.93,Winter,58.3,Medium,Typhoid
Chhattisgarh,October,26.8,71.2,16.3,1.29,4068,28.61,Post-Monsoon,4.0,High,Typhoid
Sikkim,December,8.0,58.3,7.2,0.63,514,42.88,Winter,38.7,Low,Heatstroke
Jharkhand,December,17.2,48.3,10.1,1.21,357,26.78,Winter,17.3,Low,Typhoid
Meghalaya,December,9.1,74.9,1.9,0.61,156,37.37,Winter,15.6,Low,Dengue
Gujarat,January,20.7,48.9,2.5,0.5,101,25.06,Winter,16.9,Low,Cholera
Himachal Pradesh,June,25.4,75.5,48.1,0.98,356,26.53,Monsoon,16.5,Low,Malaria
West Bengal,August,30.9,97.0,202.4,3.4,81,47.18,Monsoon,350.3,Medium,Cholera
Chhattisgarh,April,33.4,62.8,5.3,1.52,75,41.66,Summer,5.7,Low,Dengue
Kerala,December,19.9,71.9,6.0,0.83,1453,22.85,Winter,4.6,Low,Heatstroke
Andhra Pradesh,September,35.1,93.9,185.2,2.0,4898,67.27,Monsoon,463.6,Low,Malaria
Chhattisgarh,June,36.2,88.2,59.6,0.71,319,68.79,Monsoon,11.5,Medium,Dengue
Himachal Pradesh,July,17.3,78.6,7.3,0.87,1918,22.0,Monsoon,170.3,Medium,Typhoid
Maharashtra,August,35.3,93.1,87.2,0.9,2589,67.78,Monsoon,410.3,Medium,Malaria
Sikkim,June,27.8,94.9,284.4,4.77,1502,33.93,Monsoon,3.1,High,Cholera
Punjab,October,20.9,63.2,11.4,0.5,239,24.08,Post-Monsoon,47.4,Low,Typhoid
Goa,June,33.4,97.0,169.1,2.5,92,59.93,Monsoon,7.7,Low,Cholera
Telangana,November,27.1,71.9,94.1,0.98,501,29.19,Post-Monsoon,54.8,Low,Typhoid
